,Order Number,Date of Order,Time of Order,Lineitem name,Accepts Marketing,Cancelled/Not,Currency,Financial Status,Fulfillment Status,Lineitem fulfillment status,Lineitem price,Lineitem quantity,Lineitem requires shipping,Outstanding Balance,Payment Method,Refunded Amount,Risk Level,Shipping,Shipping Country,Shipping Method,Source,Subtotal,Total,Category
7503,R-S-4524,09/03/2022,14:31:57,Cropped Maxi Knit Dress - Black,No,Not Cancelled,USD,Pending,Fulfilled,Fulfilled,89,1,1,0,Custom,0,0,0,LB,0,Shopify_draft_order,0,0,Dress
7504,R-S-4524,09/03/2022,14:31:57,Full Length Maxi Knit Dress - Riviera,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,89,1,1,0,Custom,0,Low,3,LB,Local shipping,Shopify_draft_order,178,181,Dress
7505,R-S-4525,09/03/2022,14:41:49,Heavy Zip-Up Hoodie - Taupe - L,Yes,Cancelled,USD,Voided,Fulfilled,Fulfilled,65,1,1,145,Custom,0,Low,3,LB,Local shipping,Web,142,145,Hoodie
7506,R-S-4525,09/03/2022,14:41:49,Light Palazzo Sweat Pants - Taupe - L,No,Not Cancelled,USD,Voided,Fulfilled,Fulfilled,42,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Pants
7507,R-S-4525,09/03/2022,14:41:49,Oversized High-Neck Cotton T-shirt with Pocket - Black / L,No,Not Cancelled,USD,Voided,Fulfilled,Fulfilled,35,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Sweat Pants
7508,R-S-4526,09/03/2022,16:39:32,Knit Polo Shirt - Black - S,No,Not Cancelled,USD,Voided,Fulfilled,Fulfilled,59,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Sweat Pants
7509,R-S-4526,09/03/2022,16:39:32,Knit Scarf - Blackberry,No,Not Cancelled,USD,Voided,Fulfilled,Fulfilled,49,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Scarf
7510,R-S-4526,09/03/2022,16:39:32,Oversized Knit Sweater - Black - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,59,1,1,39.2,Custom,0,Low,0,LB,0,Shopify_draft_order,259.2,259.2,Sweater
7511,R-S-4526,09/03/2022,16:39:32,Oversized Knit Sweater - Blackberry - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,59,1,1,0,Custom,0,0,0,LB,0,Shopify_draft_order,0,0,Sweater
7512,R-S-4526,09/03/2022,16:39:32,Relaxed Knit Joggers - Black - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Custom,0,0,0,LB,0,Shopify_draft_order,0,0,Sweat Pants
7513,R-S-4526,09/03/2022,16:39:32,Relaxed Knit Joggers - Blackberry - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Custom,0,0,0,LB,0,Shopify_draft_order,0,0,Sweat Pants
7514,R-S-4527,09/03/2022,19:52:28,Fighter Tshirt - White & Fuchsia - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,29,1,1,0,Custom,0,0,0,LB,0,Shopify_draft_order,0,0,Sweat Pants
7515,R-S-4527,09/03/2022,19:52:28,Oversized Knit Sweater - Heather Wood - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,59,1,1,0,Custom,0,0,0,LB,0,Shopify_draft_order,0,0,Sweater
7516,R-S-4527,09/03/2022,19:52:28,Relaxed Knit Joggers - Heather Wood - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Custom,0,Low,3,LB,Local shipping,Web,132.8,135.8,Sweat Pants
7517,R-S-4527,09/03/2022,19:52:28,Statement Tshirt - Black - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,29,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Sweat Pants
7518,R-S-4528,09/03/2022,21:18:29,Knit Scarf - Espresso,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,45,1,1,0,Custom,0,Low,3,LB,Local shipping,Web,36,39,Scarf
7519,R-S-4529,09/03/2022,21:34:09,Heavy Basic Sweatpants - Marshmallow Pink - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Sweat Pants
7520,R-S-4529,09/03/2022,21:34:09,Heavy Basic Sweatpants - Sage - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Sweat Pants
7521,R-S-4529,09/03/2022,21:34:09,Heavy Basic Sweatpants - Sapphire - M,Yes,Not Cancelled,USD,Pending,Fulfilled,Fulfilled,49,1,1,260.6,Custom,0,Low,3,LB,Local shipping,Web,257.6,260.6,Sweat Pants
7522,R-S-4529,09/03/2022,21:34:09,Heavy Hoodie - Marshmallow Pink - M,No,Not Cancelled,USD,Pending,Fulfilled,Fulfilled,55,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Hoodie
7523,R-S-4529,09/03/2022,21:34:09,Heavy Hoodie - Sage - M,No,Not Cancelled,USD,Pending,Fulfilled,Fulfilled,55,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Hoodie
7524,R-S-4529,09/03/2022,21:34:09,Heavy Zip-Up Hoodie - Sapphire - M,No,Not Cancelled,USD,Pending,Fulfilled,Fulfilled,65,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Hoodie
7525,R-S-4530,09/03/2022,21:45:23,Basic Leggings - Sage - L,No,Not Cancelled,USD,Pending,Fulfilled,Fulfilled,19,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Leggings
7526,R-S-4530,09/03/2022,21:45:23,Heavy Ruffled Sweatshirt - Sage - L,No,Not Cancelled,USD,Pending,Fulfilled,Fulfilled,59,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Sweatshirt
7527,R-S-4530,09/03/2022,21:45:23,Sleeveless Knit Top - Blue Fog - M,No,Not Cancelled,USD,Pending,Fulfilled,Fulfilled,35,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Top
7528,R-S-4530,09/03/2022,21:45:23,Sleeveless Knit Top - Cloud - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,35,1,1,15.2,Custom,0,Low,3,LB,Local shipping,Web,118.4,121.4,Top
7529,R-S-4531,09/03/2022,22:30:57,Cropped Maxi Knit Dress - Black,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,89,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Dress
7530,R-S-4531,09/03/2022,22:30:57,Full Length Maxi Knit Dress - Black,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,89,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Dress
7531,R-S-4531,09/03/2022,22:30:57,Knit Flare Sweatpants - Black - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Sweat Pants
7532,R-S-4531,09/03/2022,22:30:57,Knit Flare Sweatpants - Black - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Sweat Pants
7533,R-S-4531,09/03/2022,22:30:57,Oversized Knit Cardigan - Black - L,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,79,1,1,512.8,Custom,0,Low,3,LB,Local shipping,Web,670.4,673.4,Cardigan
7534,R-S-4531,09/03/2022,22:30:57,Oversized Knit Cardigan - Black - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,79,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Cardigan
7535,R-S-4531,09/03/2022,22:30:57,Oversized Knit Sweater - Black - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,59,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Sweater
7536,R-S-4531,09/03/2022,22:30:57,Oversized Knit Sweater - Black - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,59,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Sweater
7537,R-S-4531,09/03/2022,22:30:57,Oversized Knit Sweater - Blackberry - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,59,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Sweater
7538,R-S-4531,09/03/2022,22:30:57,Oversized Knit Sweater - Blackberry - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,59,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Sweater
7539,R-S-4531,09/03/2022,22:30:57,Relaxed Knit Joggers - Blackberry - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Sweat Pants
7540,R-S-4531,09/03/2022,22:30:57,Relaxed Knit Joggers - Blackberry - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Sweat Pants
7541,R-S-4531,09/03/2022,22:30:57,Sleeveless Knit Top - Black - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,35,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Top
7542,R-S-4531,09/03/2022,22:30:57,Sleeveless Knit Top - Black - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,35,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Top
7543,R-S-4532,10/03/2022,9:22:13,Fighter Tshirt - Black - S,Yes,Not Cancelled,USD,Pending,Fulfilled,Fulfilled,29,1,1,49.4,Custom,0,Low,3,LB,Local shipping,Web,46.4,49.4,Sweat Pants
7544,R-S-4532,10/03/2022,9:22:13,Fighter Tshirt - White - S,No,Not Cancelled,USD,Pending,Fulfilled,Fulfilled,29,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Sweat Pants
7545,R-S-4533,10/03/2022,9:54:04,Heavy Basic Sweatpants - Black - M,No,Not Cancelled,USD,Pending,Fulfilled,Fulfilled,49,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Sweat Pants
7546,R-S-4533,10/03/2022,9:54:04,Heavy Hoodie - Sapphire - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,55,1,1,28,Custom,0,Low,3,LB,Local shipping,Web,384.8,387.8,Hoodie
7547,R-S-4533,10/03/2022,9:54:04,Heavy Ribbed Sweatpants - Sapphire - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Sweat Pants
7548,R-S-4533,10/03/2022,9:54:04,Heavy Zip-Up Hoodie - Black - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,65,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Hoodie
7549,R-S-4533,10/03/2022,9:54:04,Little Fighter Sweatshirt - Black - 9-10 Years,No,Not Cancelled,USD,Paid,Fulfilled,Pending,35,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Sweatshirt
7550,R-S-4533,10/03/2022,9:54:04,Little Fighter Sweatshirt - Black Glitter - 9-10 Years,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,35,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Sweatshirt
7551,R-S-4533,10/03/2022,9:54:04,Little Fighter Sweatshirt - Navy & Fuchsia - 9-10 Years,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,35,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Sweatshirt
7552,R-S-4533,10/03/2022,9:54:04,Little Sweatpants - Black - 9-10 Years,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,25,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Sweat Pants
7553,R-S-4533,10/03/2022,9:54:04,Little Sweatpants - Navy - 9-10 Years,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,25,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Sweat Pants
7554,R-S-4533,10/03/2022,9:54:04,Oversized Knit Sweater - Blackberry - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,59,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Sweater
7555,R-S-4533,10/03/2022,9:54:04,Relaxed Knit Joggers - Blackberry - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Sweat Pants
7556,R-S-4534,10/03/2022,11:43:18,Basic Tshirt - Black - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,19,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Sweat Pants
7557,R-S-4534,10/03/2022,11:43:18,Basic Tshirt - White - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,19,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Sweat Pants
7558,R-S-4534,10/03/2022,11:43:18,Beta Basic Longsleeve Tshirt - White - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,29,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Sweat Pants
7559,R-S-4534,10/03/2022,11:43:18,Oversized Knit Sweater - Heather Wood - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,59,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Sweater
7560,R-S-4534,10/03/2022,11:43:18,Oversized Polo Shirt - Black - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Sweat Pants
7561,R-S-4534,10/03/2022,11:43:18,Relaxed Knit Joggers - Heather Wood - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Sweat Pants
7562,R-S-4534,10/03/2022,11:43:18,Relaxed Knit Joggers - Heather Wood - M,Yes,Not Cancelled,USD,Pending,Fulfilled,Fulfilled,49,1,1,221.4,Custom,0,Low,3,LB,Local shipping,Web,218.4,221.4,Sweat Pants
7563,R-S-4535,10/03/2022,12:29:42,Black Statement Sweatshirt - Waist Length - M,No,Not Cancelled,USD,Pending,Fulfilled,Fulfilled,49,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Sweatshirt
7564,R-S-4535,10/03/2022,12:29:42,White Statement Sweatshirt - Waist Length - L,Yes,Not Cancelled,USD,Pending,Fulfilled,Fulfilled,49,1,1,78.4,Manual,0,Low,0,LB,0,Iphone,78.4,78.4,Sweatshirt
7565,R-S-4536,10/03/2022,14:19:31,Gamma Basic Longsleeve Tshirt - Black - L,Yes,Not Cancelled,USD,Pending,Fulfilled,Fulfilled,29,1,1,163,Custom,0,Low,3,LB,Local shipping,Web,160,163,Sweat Pants
7566,R-S-4536,10/03/2022,14:19:31,Gamma Basic Longsleeve Tshirt - White - L,No,Not Cancelled,USD,Pending,Fulfilled,Fulfilled,29,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Sweat Pants
7567,R-S-4536,10/03/2022,14:19:31,Heavy Zip-Up Hoodie - Taupe - L,No,Not Cancelled,USD,Pending,Fulfilled,Fulfilled,65,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Hoodie
7568,R-S-4536,10/03/2022,14:19:31,Light Palazzo Sweat Pants - Taupe - L,No,Not Cancelled,USD,Pending,Fulfilled,Fulfilled,42,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Pants
7569,R-S-4536,10/03/2022,14:19:31,Oversized High-Neck Cotton T-shirt with Pocket - Black / L,No,Not Cancelled,USD,Pending,Fulfilled,Fulfilled,35,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Sweat Pants
7570,R-S-4537,10/03/2022,15:58:03,Heavy Hoodie - Taupe - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,55,1,1,0,Custom,0,Low,0,LB,0,Shopify_draft_order,120,120,Hoodie
7571,R-S-4537,10/03/2022,15:58:03,Heavy Ribbed Sweatpants - Taupe - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Custom,0,0,0,LB,0,Shopify_draft_order,0,0,Sweat Pants
7572,R-S-4537,10/03/2022,15:58:03,Hoodie Sweat Coord - Marble - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,79,1,1,0,Custom,0,0,0,LB,0,Shopify_draft_order,0,0,Hoodie
7573,R-S-4538,10/03/2022,17:24:42,Knit Scarf - Berry Nude,No,Not Cancelled,USD,Voided,Fulfilled,Fulfilled,49,1,1,120.6,Custom,0,Low,3,LB,Local shipping,Shopify_draft_order,117.6,120.6,Scarf
7574,R-S-4538,10/03/2022,17:24:42,Knit Scarf - Black,No,Not Cancelled,USD,Voided,Fulfilled,Fulfilled,49,1,1,0,Custom,0,0,0,LB,0,Shopify_draft_order,0,0,Scarf
7575,R-S-4538,10/03/2022,17:24:42,Knit Scarf - Heather Wood,No,Not Cancelled,USD,Voided,Fulfilled,Fulfilled,49,1,1,0,Custom,0,0,0,LB,0,Shopify_draft_order,0,0,Scarf
7576,R-S-4539,10/03/2022,23:19:30,Oversized Knit Sweater - Blackberry - L,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,59,1,1,0,Manual,0,Low,3,LB,Local shipping,Android,47.2,50.2,Sweater
7577,R-S-4540,11/03/2022,13:21:57,Heavy Ribbed Sweatpants - Sapphire - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Custom,0,Low,3,LB,Local shipping,Web,86.4,89.4,Sweat Pants
7578,R-S-4540,11/03/2022,13:21:57,Heavy Ruffled Sweatshirt - Sapphire - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,59,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Sweatshirt
7579,R-S-4541,11/03/2022,14:06:13,Maxi Oversized Sweatdress - Taupe / With Hoodie,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,85,1,1,0,Manual,0,Low,3,LB,Local shipping,Android,68,71,Hoodie
7580,R-S-4542,11/03/2022,17:25:43,Basic Leggings - Cool Grey - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,19,1,1,0,Manual,0,0,0,LB,0,Android,0,0,Leggings
7581,R-S-4542,11/03/2022,17:25:43,Oversized High-Neck Cotton T-shirt with Pocket - Cool Grey / S,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,35,1,1,0,Custom,0,Low,3,LB,Local shipping,Web,43.2,46.2,Sweat Pants
7582,R-S-4543,11/03/2022,17:33:32,Knit Flare Sweatpants - Blue Fog - L,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Custom,0,Low,3,LB,Local shipping,Web,130.4,133.4,Sweat Pants
7583,R-S-4543,11/03/2022,17:33:32,Oversized Knit Cardigan - Blue Fog - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,79,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Cardigan
7584,R-S-4543,11/03/2022,17:33:32,Sleeveless Knit Top - Blue Fog - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,35,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Top
7585,R-S-4544,12/03/2022,0:40:43,Knit Flare Sweatpants - Blue Fog - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Sweat Pants
7586,R-S-4544,12/03/2022,0:40:43,Oversized Knit Cardigan - Blue Fog - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,79,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Cardigan
7587,R-S-4544,12/03/2022,0:40:43,Sleeveless Knit Top - Blue Fog - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,35,1,1,0,Custom,0,Low,3,LB,Local shipping,Web,130.4,133.4,Top
7588,R-S-4545,12/03/2022,16:17:50,Knit Flare Sweatpants - Blue Fog - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Sweat Pants
7589,R-S-4545,12/03/2022,16:17:50,Oversized Knit Cardigan - Blue Fog - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,79,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Cardigan
7590,R-S-4545,12/03/2022,16:17:50,Oversized Knit Sweater - Black - S,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,59,1,1,28,Manual,39.2,Low,3,LB,Custom,Android,244.8,247.8,Sweater
7591,R-S-4545,12/03/2022,16:17:50,Relaxed Knit Joggers - Black - M,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,49,1,1,0,Manual,0,0,0,LB,0,Android,0,0,Sweat Pants
7592,R-S-4545,12/03/2022,16:17:50,Sleeveless Knit Top - Blue Fog - M,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,35,1,1,0,Manual,0,0,0,LB,0,Android,0,0,Top
7593,R-S-4545,12/03/2022,16:17:50,Sleeveless Knit Top - Blue Fog - S,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,35,1,1,0,Manual,0,0,0,LB,0,Android,0,0,Top
7594,R-S-4546,12/03/2022,17:34:53,Maxi Oversized Sweatdress - Black / With Hoodie,Yes,Cancelled,USD,Voided,Unfulfilled,Pending,85,1,1,88,Custom,0,Low,3,LB,Local shipping,Web,85,88,Hoodie
7595,R-S-4547,12/03/2022,17:48:43,Oversized Knit Sweater - Berry Nude - M,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,59,1,1,0,Manual,86.4,Low,3,LB,Local shipping,Android,86.4,89.4,Sweater
7596,R-S-4547,12/03/2022,17:48:43,Relaxed Knit Joggers - Berry Nude - M,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,49,1,1,0,Manual,0,0,0,LB,0,Android,0,0,Sweat Pants
7597,R-S-4548,12/03/2022,18:39:11,Maxi Oversized Sweatdress - Black / With Hoodie,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,85,1,1,0,Custom,0,Low,3,LB,Local shipping,Shopify_draft_order,68,71,Hoodie
7598,R-S-4549,12/03/2022,18:41:48,Polo Shirt - Cotton Candy - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Custom,0,Low,3.33,LB,Custom,Shopify_draft_order,78.4,81.73,Sweat Pants
7599,R-S-4549,12/03/2022,18:41:48,Polo Shirt - Orchid - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Custom,0,0,0,LB,0,Shopify_draft_order,0,0,Sweat Pants
7600,R-S-4550,12/03/2022,18:42:45,Hoodie Knit Co-ord Set - Black - S,No,Not Cancelled,USD,Voided,Fulfilled,Fulfilled,120,1,1,99.33,Custom,0,Low,3.33,LB,Custom,Shopify_draft_order,96,99.33,Set
7601,R-S-4551,12/03/2022,20:41:00,Oversized Knit Sweater - Berry Nude - S,Yes,Cancelled,USD,Voided,Unfulfilled,Pending,59,1,1,89.4,Manual,0,Low,3,LB,Local shipping,Android,86.4,89.4,Sweater
7602,R-S-4551,12/03/2022,20:41:00,Relaxed Knit Joggers - Berry Nude - S,No,Not Cancelled,USD,Voided,Unfulfilled,Pending,49,1,1,0,Manual,0,0,0,LB,0,Android,0,0,Sweat Pants
7603,R-S-4552,12/03/2022,23:39:20,Knit Flare Sweatpants - Blue Fog - S,No,Not Cancelled,USD,Voided,Unfulfilled,Fulfilled,49,1,1,0,Manual,0,0,0,LB,0,Android,0,0,Sweat Pants
7604,R-S-4552,12/03/2022,23:39:20,Oversized Knit Cardigan - Blue Fog - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,79,1,1,0,Manual,0,Low,3,LB,Local shipping,Android,130.4,133.4,Cardigan
7605,R-S-4552,12/03/2022,23:39:20,Sleeveless Knit Top - Blue Fog - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,35,1,1,0,Manual,0,0,0,LB,0,Android,0,0,Top
7606,R-S-4553,12/03/2022,23:40:46,Oversized Knit Sweater - Blue Fog - S,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,59,1,1,0,Manual,0,Low,3,LB,Local shipping,Android,86.4,89.4,Sweater
7607,R-S-4553,12/03/2022,23:40:46,Relaxed Knit Joggers - Blue Fog - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Manual,0,0,0,LB,0,Android,0,0,Sweat Pants
7608,R-S-4554,13/03/2022,2:24:46,Knit Polo Shirt - Black - S,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,59,1,1,0,Custom,0,Low,3,LB,Local shipping,Web,47.2,50.2,Sweat Pants
7609,R-S-4555,13/03/2022,9:58:49,Knit Flare Sweatpants - Espresso - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Sweat Pants
7610,R-S-4555,13/03/2022,9:58:49,Oversized Knit Cardigan - Espresso - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,79,1,1,0,Custom,0,0,0,LB,0,Web,0,0,Cardigan
7611,R-S-4555,13/03/2022,9:58:49,Sleeveless Knit Top - Espresso - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,35,1,1,0,Custom,0,Low,3,LB,Local shipping,Web,130.4,133.4,Top
7612,R-S-4556,14/03/2022,13:47:17,Oversized Knit Cardigan - Black - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,79,1,1,0,Cash,0,Low,0,LB,0,Pos,63.2,63.2,Cardigan
7613,R-S-4557,14/03/2022,14:49:10,Basic Leggings - Sage - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,19,1,1,0,Cash,0,0,0,LB,0,Pos,0,0,Leggings
7614,R-S-4557,14/03/2022,14:49:10,Heavy Hoodie - Berry Nude - S,Yes,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,55,1,1,0,Custom,43.2,Low,0,LB,0,Shopify_draft_order,139.2,139.2,Hoodie
7615,R-S-4557,14/03/2022,14:49:10,Heavy Zip-Up Hoodie - Berry Nude - M,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,65,1,1,0,Custom,0,0,0,LB,0,Shopify_draft_order,0,0,Hoodie
7616,R-S-4557,14/03/2022,14:49:10,Oversized High-Neck Cotton T-shirt with Pocket - Sage / L,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,35,1,1,0,Custom,0,0,0,LB,0,Shopify_draft_order,0,0,Sweat Pants
7617,R-S-4558,14/03/2022,15:10:21,Heavy Basic Sweatpants - Berry Nude - S,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,49,1,1,0,Custom,0,0,0,LB,0,Shopify_draft_order,0,0,Sweat Pants
7618,R-S-4558,14/03/2022,15:10:21,Heavy Hoodie - Black - M,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,55,1,1,0,Custom,0,0,0,LB,0,Shopify_draft_order,0,0,Hoodie
7619,R-S-4558,14/03/2022,15:10:21,Heavy Zip-Up Hoodie - Berry Nude - S,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,65,1,1,0,Custom,0,0,0,LB,0,Shopify_draft_order,0,0,Hoodie
7620,R-S-4558,14/03/2022,15:10:21,Knit Flare Sweatpants - Black - M,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,49,1,1,0,Custom,0,0,0,LB,0,Shopify_draft_order,0,0,Sweat Pants
7621,R-S-4558,14/03/2022,15:10:21,Knit Polo Shirt - Black - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,59,1,1,0,Custom,0,Low,0,LB,0,Shopify_draft_order,0,0,Sweat Pants
