,Unnamed: 0,Order Number,Date of Order,Time of Order,Lineitem name,Accepts Marketing,Cancelled/Not,Currency,Financial Status,Fulfillment Status,Lineitem fulfillment status,Lineitem price,Lineitem quantity,Lineitem requires shipping,Outstanding Balance,Payment Method,Refunded Amount,Risk Level,Shipping,Shipping Country,Shipping Method,Source,Subtotal,Total,Category,Month of Order,Year of Order
6588,6588,R-S-4215,22/12/2021,21:01:07,Oversized High-Neck Cotton T-shirt with Pocket - Cool Grey / M,No,Not Cancelled,USD,Voided,Restocked,Fulfilled,35,1,1,0,Custom,0,0,0,LB,Local shipping,Shopify_draft_order,0,0,Sweat Pants,12,2021
6589,6589,R-S-4215,22/12/2021,21:01:07,Oversized High-Neck Cotton T-shirt with Pocket - Sage / M,No,Not Cancelled,USD,Voided,Restocked,Fulfilled,35,1,1,0,Custom,0,0,0,LB,Local shipping,Shopify_draft_order,0,0,Sweat Pants,12,2021
6590,6590,R-S-4215,22/12/2021,21:01:07,The Chunky Scrunchie - Black,No,Not Cancelled,USD,Voided,Restocked,Fulfilled,9,1,1,0,Custom,0,0,0,LB,Local shipping,Shopify_draft_order,0,0,Scrunchie,12,2021
6591,6591,R-S-4215,22/12/2021,21:01:07,The Chunky Scrunchie - Sage,No,Not Cancelled,USD,Voided,Restocked,Fulfilled,9,1,1,0,Custom,0,0,0,LB,Local shipping,Shopify_draft_order,0,0,Scrunchie,12,2021
6592,6592,R-S-4216,22/12/2021,21:34:13,Oversized Polo Shirt - Forest Green - S,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Custom,0,Low,3,LB,Local shipping,Shopify_draft_order,98,101,Sweat Pants,12,2021
6593,6593,R-S-4216,22/12/2021,21:34:13,Polo Shirt - Orchid - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Custom,0,0,0,LB,Local shipping,Shopify_draft_order,0,0,Sweat Pants,12,2021
6594,6594,R-S-4217,22/12/2021,22:01:13,Heavy Ribbed Sweatpants - Oyster - S,Yes,Not Cancelled,USD,Pending,Fulfilled,Fulfilled,49,1,1,111,Custom,0,Low,3,LB,Local shipping,Web,108,111,Sweat Pants,12,2021
6595,6595,R-S-4217,22/12/2021,22:01:13,Heavy Ruffled Sweatshirt - Oyster - S,No,Not Cancelled,USD,Pending,Fulfilled,Fulfilled,59,1,1,0,Custom,0,0,0,LB,Local shipping,Web,0,0,Sweatshirt,12,2021
6596,6596,R-S-4218,22/12/2021,22:53:36,Maxi Oversized Sweatdress - Black / With Hoodie,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,85,1,1,0,Custom,0,Low,3,LB,Local shipping,Web,85,88,Hoodie,12,2021
6597,6597,R-S-4219,23/12/2021,1:21:10,Heavy Hoodie - Berry Nude - S,Yes,Cancelled,USD,Voided,Unfulfilled,Pending,55,1,1,117,Custom,0,Low,3,LB,Local shipping,Web,114,117,Hoodie,12,2021
6598,6598,R-S-4219,23/12/2021,1:21:10,Heavy Ruffled Sweatshirt - Sapphire - S,No,Not Cancelled,USD,Voided,Unfulfilled,Pending,59,1,1,0,Custom,0,0,0,LB,Local shipping,Web,0,0,Sweatshirt,12,2021
6599,6599,R-S-4220,23/12/2021,8:02:05,Heavy Ruffled Sweatshirt - Sapphire - S,No,Not Cancelled,USD,Pending,Fulfilled,Fulfilled,59,1,1,62,Custom,0,Low,3,LB,Local shipping,Web,59,62,Sweatshirt,12,2021
6600,6600,R-S-4221,23/12/2021,16:42:12,Hoodie Knit Co-ord Set - Mocha - L,Yes,Not Cancelled,USD,Paid,Fulfilled,Pending,120,1,1,120,Custom,0,Low,3,LB,Local shipping,Web,240,243,Set,12,2021
6601,6601,R-S-4221,23/12/2021,16:42:12,Hoodie Knit Co-ord Set - Mocha - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,120,1,1,0,Custom,0,0,0,LB,Local shipping,Web,0,0,Set,12,2021
6602,6602,R-S-4222,23/12/2021,18:59:40,Basic Leggings - Sage - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,19,1,1,0,Manual,0,Low,3,LB,Local shipping,Android,137,140,Leggings,12,2021
6603,6603,R-S-4222,23/12/2021,18:59:40,Heavy Ruffled Sweatshirt - Oyster - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,59,1,1,0,Manual,0,0,0,LB,Local shipping,Android,0,0,Sweatshirt,12,2021
6604,6604,R-S-4222,23/12/2021,18:59:40,Heavy Ruffled Sweatshirt - Sage - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,59,1,1,0,Manual,0,0,0,LB,Local shipping,Android,0,0,Sweatshirt,12,2021
6605,6605,R-S-4223,23/12/2021,23:22:19,Basic Leggings - Black - M,No,Not Cancelled,USD,Paid,Fulfilled,Pending,19,1,1,0,Manual,0,0,0,LB,Local shipping,Android,0,0,Leggings,12,2021
6606,6606,R-S-4223,23/12/2021,23:22:19,Heavy Basic Sweatpants - Marshmallow Pink - M,No,Not Cancelled,USD,Paid,Fulfilled,Restocked,49,1,1,0,Manual,0,0,0,LB,Local shipping,Android,0,0,Sweat Pants,12,2021
6607,6607,R-S-4223,23/12/2021,23:22:19,Heavy Ruffled Sweatshirt - Black - M,No,Not Cancelled,USD,Paid,Fulfilled,Pending,59,1,1,0,Manual,0,0,0,LB,Local shipping,Android,0,0,Sweatshirt,12,2021
6608,6608,R-S-4223,23/12/2021,23:22:19,Heavy Zip-Up Hoodie - Marshmallow Pink - S,Yes,Cancelled,USD,Voided,Restocked,Restocked,65,1,1,195,Custom,0,Low,3,LB,Local shipping,Web,192,195,Hoodie,12,2021
6609,6609,R-S-4224,24/12/2021,8:35:25,Heavy Ribbed Sweatpants - Taupe - L,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,49,1,1,0,Cash,63,Low,0,LB,Local shipping,Pos,110,110,Sweat Pants,12,2021
6610,6610,R-S-4224,24/12/2021,8:35:25,Heavy Zip-Up Hoodie - Taupe - L,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,65,1,1,0,Cash,0,0,0,LB,Local shipping,Pos,0,0,Hoodie,12,2021
6611,6611,R-S-4225,24/12/2021,8:37:39,Heavy Basic Sweatpants - Black - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Cash,0,Low,0,LB,Local shipping,Pos,49,49,Sweat Pants,12,2021
6612,6612,R-S-4227,24/12/2021,8:43:14,Fighter Socks - Sikasok x RUSH & REEZ,Yes,Not Cancelled,USD,Pending,Fulfilled,Fulfilled,13,1,1,72,Cash,0,Low,0,LB,Local shipping,Pos,72,72,Socks,12,2021
6613,6613,R-S-4227,24/12/2021,8:43:14,Heavy Zipper Sweatshirt - Cream - M,No,Not Cancelled,USD,Pending,Fulfilled,Fulfilled,59,1,1,0,Cash,0,0,0,LB,Local shipping,Pos,0,0,Sweatshirt,12,2021
6614,6614,R-S-4228,24/12/2021,8:46:45,Second Skin T-Shirt - Taupe - M,No,Not Cancelled,USD,Pending,Fulfilled,Fulfilled,14,1,1,0,Cash,0,0,0,LB,Local shipping,Pos,0,0,Sweat Pants,12,2021
6615,6615,R-S-4228,24/12/2021,8:46:45,Second Skin Tank Top - Stone - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,14,1,1,0,Cash,0,Low,0,LB,Local shipping,Pos,28,28,Top,12,2021
6616,6616,R-S-4229,24/12/2021,8:49:37,Fighter Socks - Sikasok x RUSH & REEZ,Yes,Cancelled,USD,Pending,Fulfilled,Fulfilled,13,1,1,13,Cash,0,Low,0,LB,Local shipping,Pos,13,13,Socks,12,2021
6617,6617,R-S-4230,24/12/2021,13:11:03,The Chunky Scrunchie - Berry Nude,No,Not Cancelled,USD,Pending,Fulfilled,Fulfilled,9,1,1,0,Cash,0,0,0,LB,Local shipping,Pos,0,0,Scrunchie,12,2021
6618,6618,R-S-4230,24/12/2021,13:11:03,The Chunky Scrunchie - Emerald,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,9,2,1,0,Manual,0,Low,0,LB,Local shipping,Pos,36,36,Scrunchie,12,2021
6619,6619,R-S-4230,24/12/2021,13:11:03,The Chunky Scrunchie - Marshmallow Pink,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,9,1,1,0,Manual,0,0,0,LB,Local shipping,Pos,0,0,Scrunchie,12,2021
6620,6620,R-S-4231,24/12/2021,14:40:58,Basic Leggings - Cool Grey - M,No,Not Cancelled,USD,Paid,Fulfilled,Pending,19,1,1,0,Manual,0,0,0,LB,Local shipping,Pos,0,0,Leggings,12,2021
6621,6621,R-S-4231,24/12/2021,14:40:58,Basic Leggings - Sage - L,No,Not Cancelled,USD,Paid,Fulfilled,Pending,19,1,1,0,Manual,0,0,0,LB,Local shipping,Pos,0,0,Leggings,12,2021
6622,6622,R-S-4231,24/12/2021,14:40:58,Heavy Hoodie - Taupe - M,No,Not Cancelled,USD,Paid,Fulfilled,Pending,55,1,1,0,Manual,0,0,0,LB,Local shipping,Pos,0,0,Hoodie,12,2021
6623,6623,R-S-4231,24/12/2021,14:40:58,Heavy Ribbed Sweatpants - Taupe - M,No,Not Cancelled,USD,Paid,Fulfilled,Pending,49,1,1,0,Manual,0,0,0,LB,Local shipping,Pos,0,0,Sweat Pants,12,2021
6624,6624,R-S-4231,24/12/2021,14:40:58,Heavy Ruffled Sweatshirt - Black - M,Yes,Not Cancelled,USD,Paid,Unfulfilled,Pending,59,1,1,0,Manual,0,Low,0,LB,Local shipping,Shopify_draft_order,0,0,Sweatshirt,12,2021
6625,6625,R-S-4231,24/12/2021,14:40:58,Heavy Zip-Up Hoodie - Black - M,No,Not Cancelled,USD,Paid,Unfulfilled,Pending,65,1,1,0,Manual,0,0,0,LB,Local shipping,Shopify_draft_order,0,0,Hoodie,12,2021
6626,6626,R-S-4231,24/12/2021,14:40:58,Oversized High-Neck Cotton T-shirt with Pocket - Cool Grey / L,No,Not Cancelled,USD,Paid,Unfulfilled,Pending,35,1,1,0,Manual,0,0,0,LB,Local shipping,Shopify_draft_order,0,0,Sweat Pants,12,2021
6627,6627,R-S-4231,24/12/2021,14:40:58,Oversized High-Neck Cotton T-shirt with Pocket - Sage / M,No,Not Cancelled,USD,Paid,Unfulfilled,Pending,35,1,1,0,Manual,0,0,0,LB,Local shipping,Shopify_draft_order,0,0,Sweat Pants,12,2021
6628,6628,R-S-4231,24/12/2021,14:40:58,Ribbed Leggings - Black - L,No,Not Cancelled,USD,Paid,Unfulfilled,Pending,22,1,1,0,Manual,0,0,0,LB,Local shipping,Shopify_draft_order,0,0,Leggings,12,2021
6629,6629,R-S-4231,24/12/2021,14:40:58,The Chunky Scrunchie - Berry Nude,No,Not Cancelled,USD,Paid,Unfulfilled,Pending,9,1,1,0,Manual,0,0,0,LB,Local shipping,Shopify_draft_order,0,0,Scrunchie,12,2021
6630,6630,R-S-4231,24/12/2021,14:40:58,The Chunky Scrunchie - Black,No,Not Cancelled,USD,Paid,Unfulfilled,Pending,9,1,1,0,Manual,0,0,0,LB,Local shipping,Shopify_draft_order,0,0,Scrunchie,12,2021
6631,6631,R-S-4232,24/12/2021,22:07:03,Basic Leggings - Black - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,19,1,1,0,Custom,0,Low,3,LB,Local shipping,Web,300,303,Leggings,12,2021
6632,6632,R-S-4232,24/12/2021,22:07:03,Heavy Basic Sweatpants - Marshmallow Pink - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Custom,0,0,0,LB,Local shipping,Web,0,0,Sweat Pants,12,2021
6633,6633,R-S-4232,24/12/2021,22:07:03,Heavy Ribbed Sweatpants - Emerald - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Custom,0,0,0,LB,Local shipping,Web,0,0,Sweat Pants,12,2021
6634,6634,R-S-4232,24/12/2021,22:07:03,Heavy Ruffled Sweatshirt - Oyster - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,59,1,1,0,Custom,0,0,0,LB,Local shipping,Web,0,0,Sweatshirt,12,2021
6635,6635,R-S-4232,24/12/2021,22:07:03,Heavy Zip-Up Hoodie - Marshmallow Pink - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,65,1,1,0,Custom,0,0,0,LB,Local shipping,Web,0,0,Hoodie,12,2021
6636,6636,R-S-4232,24/12/2021,22:07:03,Heavy Zipper Sweatshirt - Emerald - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,59,1,1,0,Custom,0,0,0,LB,Local shipping,Web,0,0,Sweatshirt,12,2021
6637,6637,R-S-4233,25/12/2021,0:46:45,Basic Leggings - Cool Grey - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,19,1,1,0,Custom,0,0,0,LB,Local shipping,Web,0,0,Leggings,12,2021
6638,6638,R-S-4233,25/12/2021,0:46:45,Basic Leggings - Sage - S,Yes,Not Cancelled,USD,Pending,Fulfilled,Fulfilled,19,1,1,285,Custom,0,Low,0,LB,Local shipping,Pos,285,285,Leggings,12,2021
6639,6639,R-S-4233,25/12/2021,0:46:45,Heavy Zipper Sweatshirt - Black - S,No,Not Cancelled,USD,Pending,Fulfilled,Fulfilled,59,1,1,0,Custom,0,0,0,LB,Local shipping,Pos,0,0,Sweatshirt,12,2021
6640,6640,R-S-4233,25/12/2021,0:46:45,Heavy Zipper Sweatshirt - Oyster - S,No,Not Cancelled,USD,Pending,Fulfilled,Fulfilled,59,1,1,0,Custom,0,0,0,LB,Local shipping,Pos,0,0,Sweatshirt,12,2021
6641,6641,R-S-4233,25/12/2021,0:46:45,Heavy Zipper Sweatshirt - Sage - S,No,Not Cancelled,USD,Pending,Fulfilled,Fulfilled,59,1,1,0,Custom,0,0,0,LB,Local shipping,Pos,0,0,Sweatshirt,12,2021
6642,6642,R-S-4233,25/12/2021,0:46:45,Oversized High-Neck Cotton T-shirt with Pocket - Cool Grey / S,No,Not Cancelled,USD,Pending,Fulfilled,Fulfilled,35,1,1,0,Custom,0,0,0,LB,Local shipping,Pos,0,0,Sweat Pants,12,2021
6643,6643,R-S-4233,25/12/2021,0:46:45,Oversized High-Neck Cotton T-shirt with Pocket - Sage / S,No,Not Cancelled,USD,Pending,Fulfilled,Fulfilled,35,1,1,0,Custom,0,0,0,LB,Local shipping,Pos,0,0,Sweat Pants,12,2021
6644,6644,R-S-4234,25/12/2021,0:48:35,Heavy Hoodie - Taupe - S,Yes,Not Cancelled,USD,Pending,Fulfilled,Fulfilled,55,1,1,173,Custom,0,Low,0,LB,Local shipping,Pos,173,173,Hoodie,12,2021
6645,6645,R-S-4234,25/12/2021,0:48:35,Heavy Ruffled Sweatshirt - Cream - S,No,Not Cancelled,USD,Pending,Fulfilled,Fulfilled,59,1,1,0,Custom,0,0,0,LB,Local shipping,Pos,0,0,Sweatshirt,12,2021
6646,6646,R-S-4234,25/12/2021,0:48:35,Heavy Zipper Sweatshirt - Oyster - S,No,Not Cancelled,USD,Pending,Fulfilled,Fulfilled,59,1,1,0,Custom,0,0,0,LB,Local shipping,Pos,0,0,Sweatshirt,12,2021
6647,6647,R-S-4235,25/12/2021,0:53:46,Heavy Basic Sweatpants - Marshmallow Pink - S,No,Not Cancelled,USD,Pending,Fulfilled,Fulfilled,49,1,1,107,Manual,0,Low,3,LB,Local shipping,Android,104,107,Sweat Pants,12,2021
6648,6648,R-S-4235,25/12/2021,0:53:46,Heavy Hoodie - Marshmallow Pink - S,No,Not Cancelled,USD,Pending,Fulfilled,Fulfilled,55,1,1,0,Manual,0,0,0,LB,Local shipping,Android,0,0,Hoodie,12,2021
6649,6649,R-S-4236,25/12/2021,12:21:51,BouclÌ© Wrap Jacket - OS,No,Not Cancelled,USD,Pending,Fulfilled,Fulfilled,99,1,1,0,Manual,0,0,0,LB,Local shipping,Android,0,0,Jacket,12,2021
6650,6650,R-S-4236,25/12/2021,12:21:51,Hoodie Knit Co-ord Set - Cream - L,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,120,1,1,0,Custom,0,Low,3,LB,Local shipping,Shopify_draft_order,219,222,Set,12,2021
6651,6651,R-S-4237,25/12/2021,12:37:21,Heavy Basic Sweatpants - Sage - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Custom,0,Low,3,LB,Local shipping,Shopify_draft_order,108,111,Sweat Pants,12,2021
6652,6652,R-S-4237,25/12/2021,12:37:21,Heavy Ruffled Sweatshirt - Sage - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,59,1,1,0,Custom,0,0,0,LB,Local shipping,Shopify_draft_order,0,0,Sweatshirt,12,2021
6653,6653,R-S-4238,25/12/2021,12:44:05,Heavy Ruffled Sweatshirt - Sapphire - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,59,1,1,0,Custom,0,Low,3,LB,Local shipping,Shopify_draft_order,124,127,Sweatshirt,12,2021
6654,6654,R-S-4238,25/12/2021,12:44:05,Heavy Zip-Up Hoodie - Sage - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,65,1,1,0,Custom,0,0,0,LB,Local shipping,Shopify_draft_order,0,0,Hoodie,12,2021
6655,6655,R-S-4239,25/12/2021,13:00:37,Heavy Basic Sweatpants - Berry Nude - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Custom,0,0,0,LB,Local shipping,Shopify_draft_order,0,0,Sweat Pants,12,2021
6656,6656,R-S-4239,25/12/2021,13:00:37,Heavy Ruffled Sweatshirt - Berry Nude - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,59,1,1,0,Custom,0,0,0,LB,Local shipping,Shopify_draft_order,0,0,Sweatshirt,12,2021
6657,6657,R-S-4239,25/12/2021,13:00:37,Knit Co-ord Set - Beige - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,120,1,1,59,Custom,0,Low,3,LB,Local shipping,Web,228,231,Set,12,2021
6658,6658,R-S-4240,25/12/2021,13:55:42,Oversized Cotton T-shirt - Taupe - L,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,22,1,1,0,Custom,0,Low,0,LB,Free shipping,Shopify_draft_order,0,0,Sweat Pants,12,2021
6659,6659,R-S-4241,25/12/2021,14:20:35,Heavy Basic Sweatpants - Sage - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Custom,0,0,0,LB,Local shipping,Shopify_draft_order,0,0,Sweat Pants,12,2021
6660,6660,R-S-4241,25/12/2021,14:20:35,Heavy Zip-Up Hoodie - Sage - S,No,Cancelled,USD,Voided,Fulfilled,Fulfilled,65,1,1,117,Custom,0,Low,3,LB,Local shipping,Shopify_draft_order,114,117,Hoodie,12,2021
6661,6661,R-S-4242,25/12/2021,17:00:29,Hoodie Knit Co-ord Set - Cream - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,120,1,1,0,Cash,0,Low,0,LB,Local shipping,Pos,120,120,Set,12,2021
6662,6662,R-S-4243,25/12/2021,17:26:01,The Chunky Scrunchie - Emerald,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,9,1,1,0,Manual,0,Low,0,LB,Local shipping,Pos,18,18,Scrunchie,12,2021
6663,6663,R-S-4243,25/12/2021,17:26:01,The Chunky Scrunchie - Marshmallow Pink,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,9,1,1,0,Manual,0,0,0,LB,Local shipping,Pos,0,0,Scrunchie,12,2021
6664,6664,R-S-4244,25/12/2021,17:50:49,Heavy Ruffled Sweatshirt - Black - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,59,1,1,0,Custom,0,Low,3,LB,Local shipping,Shopify_draft_order,59,62,Sweatshirt,12,2021
6665,6665,R-S-4245,26/12/2021,0:44:15,Heavy Basic Sweatpants - Berry Nude - L,No,Not Cancelled,USD,Paid,Fulfilled,Pending,49,1,1,0,Custom,0,0,0,LB,Local shipping,Shopify_draft_order,0,0,Sweat Pants,12,2021
6666,6666,R-S-4245,26/12/2021,0:44:15,Heavy Basic Sweatpants - Sage - L,No,Not Cancelled,USD,Paid,Fulfilled,Pending,49,1,1,0,Custom,0,0,0,LB,Local shipping,Shopify_draft_order,0,0,Sweat Pants,12,2021
6667,6667,R-S-4245,26/12/2021,0:44:15,Heavy Hoodie - Berry Nude - L,No,Not Cancelled,USD,Paid,Fulfilled,Pending,55,1,1,0,Custom,0,0,0,LB,Local shipping,Shopify_draft_order,0,0,Hoodie,12,2021
6668,6668,R-S-4245,26/12/2021,0:44:15,Heavy Hoodie - Sage - L,No,Not Cancelled,USD,Paid,Fulfilled,Pending,55,1,1,0,Custom,0,0,0,LB,Local shipping,Shopify_draft_order,0,0,Hoodie,12,2021
6669,6669,R-S-4245,26/12/2021,0:44:15,Heavy Zipper Sweatshirt - Sage - L,Yes,Not Cancelled,USD,Voided,Unfulfilled,Pending,59,1,1,270,Custom,0,Low,3,LB,Local shipping,Web,267,270,Sweatshirt,12,2021
6670,6670,R-S-4246,26/12/2021,13:06:59,Heavy Basic Sweatpants - Emerald - S,No,Not Cancelled,USD,Voided,Unfulfilled,Fulfilled,49,1,1,0,Custom,0,0,0,LB,Local shipping,Web,0,0,Sweat Pants,12,2021
6671,6671,R-S-4246,26/12/2021,13:06:59,Heavy Basic Sweatpants - Sage - S,No,Not Cancelled,USD,Voided,Unfulfilled,Fulfilled,49,1,1,0,Custom,0,0,0,LB,Local shipping,Web,0,0,Sweat Pants,12,2021
6672,6672,R-S-4246,26/12/2021,13:06:59,Heavy Hoodie - Sage - S,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,55,1,1,0,Custom,0,Low,3,LB,Local shipping,Web,212,215,Hoodie,12,2021
6673,6673,R-S-4246,26/12/2021,13:06:59,Heavy Zipper Sweatshirt - Emerald - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,59,1,1,0,Custom,0,0,0,LB,Local shipping,Web,0,0,Sweatshirt,12,2021
6674,6674,R-S-4247,27/12/2021,11:26:41,Basic Leggings - Sage - S,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,19,1,1,0,Custom,0,Low,0,LB,Free shipping,Shopify_draft_order,78,78,Leggings,12,2021
6675,6675,R-S-4247,27/12/2021,11:26:41,Heavy Ruffled Sweatshirt - Sage - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,59,1,1,0,Custom,0,0,0,LB,Local shipping,Shopify_draft_order,0,0,Sweatshirt,12,2021
6676,6676,R-S-4248,27/12/2021,15:17:52,Heavy Ruffled Sweatshirt - Sage - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,59,1,1,0,Custom,0,0,0,LB,Local shipping,Shopify_draft_order,0,0,Sweatshirt,12,2021
6677,6677,R-S-4248,27/12/2021,15:17:52,Heavy Ruffled Sweatshirt - Sapphire - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,59,1,1,0,Custom,0,0,0,LB,Local shipping,Shopify_draft_order,0,0,Sweatshirt,12,2021
6678,6678,R-S-4248,27/12/2021,15:17:52,Heavy Zip-Up Hoodie - Sage - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,65,1,1,0,Custom,0,Low,3,LB,Local shipping,Shopify_draft_order,183,186,Hoodie,12,2021
6679,6679,R-S-4249,27/12/2021,18:05:45,Hoodie Sweat Coord - Marble - M,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,79,1,1,0,Cash,33,Low,0,LB,Local shipping,Pos,66,66,Hoodie,12,2021
6680,6680,R-S-4250,27/12/2021,23:16:12,Basic Leggings - Sage - M,No,Not Cancelled,USD,Voided,Fulfilled,Fulfilled,19,1,1,81,Manual,0,Low,3,LB,Local shipping,Android,78,81,Leggings,12,2021
6681,6681,R-S-4250,27/12/2021,23:16:12,Heavy Ruffled Sweatshirt - Sage - M,No,Not Cancelled,USD,Voided,Fulfilled,Fulfilled,59,1,1,0,Manual,0,0,0,LB,Local shipping,Android,0,0,Sweatshirt,12,2021
6682,6682,R-S-4251,27/12/2021,23:20:26,Heavy Basic Sweatpants - Taupe - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Manual,0,Low,0,LB,Local shipping,Android,49,49,Sweat Pants,12,2021
6683,6683,R-S-4252,27/12/2021,23:55:59,Hoodie Sweat Coord - Marble - M,No,Not Cancelled,USD,Refunded,Fulfilled,Fulfilled,79,1,1,33,Cash,33,Low,0,LB,Local shipping,Pos,66,66,Hoodie,12,2021
6684,6684,R-S-4253,28/12/2021,1:15:05,Basic Hoodie Sweat Coord - Dark Navy - L / Heavy,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,79,1,1,0,Custom,0,Low,0,LB,Local shipping,Shopify_draft_order,138,138,Hoodie,12,2021
6685,6685,R-S-4253,28/12/2021,1:15:05,Basic Sweat Coord-Solo Pieces - Cream Top L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49,1,1,0,Custom,0,0,0,LB,Local shipping,Shopify_draft_order,0,0,Top,12,2021
6686,6686,R-S-4253,28/12/2021,1:15:05,Super Oversized Sweat Coord - Black - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,79,1,1,0,Custom,0,0,0,LB,Local shipping,Shopify_draft_order,0,0,Sweat Coord,12,2021
6687,6687,R-S-4254,28/12/2021,15:17:48,Heavy Zipper Sweatshirt - Cream - S,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,59,1,1,0,Custom,0,Low,3,LB,Local shipping,Shopify_draft_order,59,62,Sweatshirt,12,2021
6688,6688,R-S-4255,29/12/2021,12:53:23,Little Sweatpants - Black - 5-6 Years,No,Not Cancelled,USD,Voided,Fulfilled,Fulfilled,25,1,1,53,Custom,0,Low,3,LB,Local shipping,Shopify_draft_order,50,53,Sweat Pants,12,2021
6689,6689,R-S-4255,29/12/2021,12:53:23,Little Sweatpants - Military - 5-6 Years,No,Not Cancelled,USD,Voided,Fulfilled,Fulfilled,25,1,1,0,Custom,0,0,0,LB,Local shipping,Shopify_draft_order,0,0,Sweat Pants,12,2021
6690,6690,R-S-4256,29/12/2021,15:00:12,Hoodie Knit Co-ord Set - Cream - M,Yes,Cancelled,USD,Voided,Unfulfilled,Pending,120,1,1,123,Custom,0,Low,3,LB,Local shipping,Shopify_draft_order,120,123,Set,12,2021
6691,6691,R-S-4257,29/12/2021,16:26:43,Basic Leggings - Black - S,No,Not Cancelled,USD,Voided,Unfulfilled,Fulfilled,19,1,1,0,Custom,0,0,0,LB,Local shipping,Shopify_draft_order,0,0,Leggings,12,2021
6692,6692,R-S-4257,29/12/2021,16:26:43,Light Hoodie - Taupe - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,45,1,1,0,Manual,0,Low,3,LB,Local shipping,Shopify_draft_order,64,67,Hoodie,12,2021
6693,6693,R-S-4258,29/12/2021,16:35:42,Ribbed Leggings - Stone - M,Yes,Not Cancelled,USD,Pending,Fulfilled,Fulfilled,22,1,1,25,Custom,0,Low,3,LB,Local shipping,Shopify_draft_order,22,25,Leggings,12,2021
6694,6694,R-S-4259,29/12/2021,17:25:28,Little Fighter Sweatshirt - Black Glitter - 7-8 Years,Yes,Not Cancelled,USD,Pending,Fulfilled,Pending,35,1,1,108.5,Custom,0,Low,0,LB,Local shipping,Shopify_draft_order,108.5,108.5,Sweatshirt,12,2021
6695,6695,R-S-4259,29/12/2021,17:25:28,Little Fighter Sweatshirt - Military - 7-8 Years,No,Not Cancelled,USD,Pending,Fulfilled,Fulfilled,35,1,1,0,Custom,0,0,0,LB,Local shipping,Shopify_draft_order,0,0,Sweatshirt,12,2021
