,Order Number,Date of Order,Time of Order,Lineitem name,Accepts Marketing,Cancelled/Not,Currency,Financial Status,Fulfillment Status,Lineitem fulfillment status,Lineitem price,Lineitem quantity,Lineitem requires shipping,Outstanding Balance,Payment Method,Refunded Amount,Risk Level,Shipping,Shipping Country,Shipping Method,Source,Subtotal,Total,Category,Month of Order,Year of Order
6046,R-S-3983,2021-10-22,19:26:54,Hoodie Knit Co-ord Set - Cream - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,120.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Set,10,2021
6047,R-S-3983,2021-10-22,19:26:54,Hoodie Knit Co-ord Set - Steel - S,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,120.0,1,1,0.0,Custom,0.0,Low,3.0,LB,Local shipping,Shopify_draft_order,319.0,322.0,Set,10,2021
6048,R-S-3983,2021-10-22,19:26:54,Palazzo Sweat Coord - Grey Marl - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,79.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Sweat Coord,10,2021
6049,R-S-3984,2021-10-23,14:49:20,Light Basic Sweatpants - Lavender - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,35.0,1,1,0.0,Cash,0.0,Low,0.0,LB,Local shipping,Pos,80.0,80.0,Sweat Pants,10,2021
6050,R-S-3984,2021-10-23,14:49:20,Light Hoodie - Lavender - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,45.0,1,1,0.0,Cash,0.0,0,0.0,LB,Local shipping,Pos,0.0,0.0,Hoodie,10,2021
6051,R-S-3985,2021-10-24,16:50:28,Hoodie Knit Co-ord Set - Cream - S,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,120.0,1,1,0.0,Manual,0.0,Low,3.0,LB,Local shipping,Android,120.0,123.0,Set,10,2021
6052,R-S-3986,2021-10-24,17:47:34,Hoodie Knit Co-ord Set - Steel - S,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,120.0,1,1,0.0,Manual,0.0,Low,3.0,LB,Local shipping,Android,120.0,123.0,Set,10,2021
6053,R-S-3987,2021-10-25,00:25:42,Hoodie Knit Co-ord Set - Steel - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,120.0,1,1,0.0,Manual,0.0,Low,3.0,LB,Local shipping,Iphone,120.0,123.0,Set,10,2021
6054,R-S-3988,2021-10-25,10:43:41,Second Skin High Neck Tank Top - White - L,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,16.0,1,1,0.0,Custom,0.0,Low,3.0,LB,Local shipping,Shopify_draft_order,65.0,68.0,Top,10,2021
6055,R-S-3988,2021-10-25,10:43:41,Super Oversized Zip-Up Hoodie - Sapphire - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Hoodie,10,2021
6056,R-S-3989,2021-10-25,10:50:47,Oversized Cotton T-shirt - Mocha - L,Yes,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,22.0,1,1,0.0,Custom,49.0,Low,0.0,LB,Local shipping,Shopify_draft_order,93.0,93.0,Sweat Pants,10,2021
6057,R-S-3989,2021-10-25,10:50:47,Ribbed Leggings - Mocha - L,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,22.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Leggings,10,2021
6058,R-S-3989,2021-10-25,10:50:47,Super Oversized Zip-Up Hoodie - Taupe - L,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,49.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Hoodie,10,2021
6059,R-S-3990,2021-10-25,12:26:52,Palazzo Sweat Coord - Black - L,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,79.0,1,1,0.0,Custom,0.0,Low,3.0,LB,Local shipping,Web,79.0,82.0,Sweat Coord,10,2021
6060,R-S-3991,2021-10-25,12:48:19,Alpha Basic Longsleeve Tshirt - White - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,29.0,1,1,0.0,Custom,0.0,Low,3.0,LB,Local shipping,Web,29.0,32.0,Sweat Pants,10,2021
6061,R-S-3992,2021-10-25,17:27:17,Oversized Shirt - Tie Dye - L,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49.0,1,1,0.0,Custom,0.0,Low,3.0,LB,Local shipping,Shopify_draft_order,134.0,137.0,Sweat Pants,10,2021
6062,R-S-3992,2021-10-25,17:27:17,Zip-Up Vest Coord- Caramel - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,85.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Vest,10,2021
6063,R-S-3993,2021-10-26,11:41:19,Light Hoodie -Berry Nude - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,45.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Hoodie,10,2021
6064,R-S-3993,2021-10-26,11:41:19,Ribbed Leggings - Berry Nude - L,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,22.0,1,1,0.0,Custom,0.0,Low,3.0,LB,Local shipping,Web,67.0,70.0,Leggings,10,2021
6065,R-S-3994,2021-10-26,12:04:25,Oversized Shirt - Black - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49.0,1,1,0.0,Custom,0.0,Low,0.0,LB,Local shipping,Shopify_draft_order,39.0,39.0,Sweat Pants,10,2021
6066,R-S-3995,2021-10-26,13:18:10,Fighter Socks - Sikasok x RUSH & REEZ,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,9.99,10,1,0.0,Custom,0.0,Low,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Socks,10,2021
6067,R-S-3996,2021-10-26,15:13:37,Light Hoodie - Taupe - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,45.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Hoodie,10,2021
6068,R-S-3996,2021-10-26,15:13:37,Ribbed Leggings - Taupe - M,Yes,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,22.0,1,1,0.0,Custom,67.0,Low,3.0,LB,Local shipping,Web,67.0,70.0,Leggings,10,2021
6069,R-S-3997,2021-10-26,15:47:20,Super Oversized Zip-Up Hoodie - Mocha - L,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49.0,1,1,0.0,Manual,0.0,Low,0.0,LB,Local shipping,Iphone,49.0,49.0,Hoodie,10,2021
6070,R-S-3998,2021-10-26,17:21:28,Oversized Polo Shirt - Porcelain - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49.0,1,1,0.0,Manual,0.0,0,0.0,LB,Local shipping,Iphone,0.0,0.0,Sweat Pants,10,2021
6071,R-S-3998,2021-10-26,17:21:28,Polo Shirt - Aqua - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49.0,1,1,0.0,Manual,0.0,0,0.0,LB,Local shipping,Iphone,0.0,0.0,Sweat Pants,10,2021
6072,R-S-3998,2021-10-26,17:21:28,Polo Shirt - Cotton Candy - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49.0,1,1,0.0,Manual,0.0,Low,3.0,LB,Local shipping,Iphone,196.0,199.0,Sweat Pants,10,2021
6073,R-S-3998,2021-10-26,17:21:28,Polo Shirt - Orchid - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49.0,1,1,0.0,Manual,0.0,0,0.0,LB,Local shipping,Iphone,0.0,0.0,Sweat Pants,10,2021
6074,R-S-3999,2021-10-27,10:17:15,Hoodie Knit Co-ord Set - Mocha - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,120.0,1,1,0.0,Custom,0.0,Low,2.0,LB,Local shipping,Shopify_draft_order,120.0,122.0,Set,10,2021
6075,R-S-4000,2021-10-27,10:26:42,Hoodie Knit Co-ord Set - Mocha - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,120.0,1,1,0.0,Custom,0.0,Low,3.0,LB,Local shipping,Web,120.0,123.0,Set,10,2021
6076,R-S-4001,2021-10-27,10:58:19,Knit Co-ord Set - Beige - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,120.0,1,1,0.0,Manual,0.0,Low,3.0,LB,Local shipping,Android,120.0,123.0,Set,10,2021
6077,R-S-4002,2021-10-27,11:40:17,Second Skin T-Shirt - Black - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,14.0,1,1,0.0,Manual,0.0,0,0.0,LB,Local shipping,Android,0.0,0.0,Sweat Pants,10,2021
6078,R-S-4002,2021-10-27,11:40:17,Second Skin T-Shirt - White - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,14.0,1,1,0.0,Cash,0.0,Low,0.0,LB,Local shipping,Pos,28.0,28.0,Sweat Pants,10,2021
6079,R-S-4003,2021-10-27,13:18:48,Second Skin High Neck T-Shirt - Black - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,16.0,1,1,0.0,Cash,0.0,Low,0.0,LB,Local shipping,Pos,0.0,0.0,Sweat Pants,10,2021
6080,R-S-4003,2021-10-27,13:18:48,Second Skin High Neck T-Shirt - White - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,16.0,1,1,0.0,Cash,0.0,0,0.0,LB,Local shipping,Pos,0.0,0.0,Sweat Pants,10,2021
6081,R-S-4004,2021-10-27,14:26:55,Hoodie Knit Co-ord Set - Steel - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,120.0,1,1,0.0,Manual,0.0,Low,4.0,LB,Custom,Android,120.0,124.0,Set,10,2021
6082,R-S-4005,2021-10-27,14:51:47,Basic Hoodie Sweat Coord - Beige Marl - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,79.0,1,1,0.0,Cash,0.0,Low,0.0,LB,Local shipping,Pos,79.0,79.0,Hoodie,10,2021
6083,R-S-4006,2021-10-27,16:11:37,Hoodie Knit Co-ord Set - Steel - M,Yes,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,120.0,1,1,0.0,Custom,120.0,Low,3.0,LB,Local shipping,Web,120.0,123.0,Set,10,2021
6084,R-S-4007,2021-10-27,17:10:42,Hoodie Knit Co-ord Set - Black - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,120.0,1,1,0.0,Manual,0.0,Low,3.0,LB,Local shipping,Android,240.0,243.0,Set,10,2021
6085,R-S-4007,2021-10-27,17:10:42,Hoodie Knit Co-ord Set - Cream - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,120.0,1,1,0.0,Manual,0.0,0,0.0,LB,Local shipping,Android,0.0,0.0,Set,10,2021
6086,R-S-4008,2021-10-27,21:23:43,Light Ribbed Sweatpants - Lavender - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,35.0,1,1,0.0,Manual,0.0,0,0.0,LB,Local shipping,Android,0.0,0.0,Sweat Pants,10,2021
6087,R-S-4008,2021-10-27,21:23:43,Light Sweatshirt - Lavender - L,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,40.0,1,1,0.0,Custom,0.0,Low,3.0,LB,Local shipping,Web,75.0,78.0,Sweatshirt,10,2021
6088,R-S-4009,2021-10-27,21:41:48,Hoodie Knit Co-ord Set - Mocha - L,Yes,Not Cancelled,USD,Paid,Fulfilled,Pending,120.0,1,1,120.0,Custom,0.0,Low,3.0,LB,Local shipping,Web,240.0,243.0,Set,10,2021
6089,R-S-4009,2021-10-27,21:41:48,Hoodie Knit Co-ord Set - Mocha - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,120.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Set,10,2021
6090,R-S-4010,2021-10-27,22:09:40,BouclÌ© Wrap Jacket - OS,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,99.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Jacket,10,2021
6091,R-S-4010,2021-10-27,22:09:40,Hoodie Knit Co-ord Set - Cream - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,120.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Set,10,2021
6092,R-S-4010,2021-10-27,22:09:40,Hoodie Knit Co-ord Set - Mocha - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,120.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Set,10,2021
6093,R-S-4010,2021-10-27,22:09:40,Oxblood Statement Sweatshirt - L,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,55.0,1,1,0.0,Custom,0.0,Low,3.0,LB,Local shipping,Web,441.0,444.0,Sweatshirt,10,2021
6094,R-S-4010,2021-10-27,22:09:40,Second Skin T-Shirt - Stone - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,14.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Sweat Pants,10,2021
6095,R-S-4010,2021-10-27,22:09:40,Second Skin T-Shirt - White - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,14.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Sweat Pants,10,2021
6096,R-S-4010,2021-10-27,22:09:40,Wool Blend Metallic Beanie - Beige,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,19.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Beanie,10,2021
6097,R-S-4011,2021-10-27,22:12:31,Hoodie Knit Co-ord Set - Black - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,120.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Set,10,2021
6098,R-S-4011,2021-10-27,22:12:31,Knit Co-ord Set - Dust Pink - M,Yes,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,120.0,1,1,0.0,Custom,240.0,Low,3.0,LB,Local shipping,Web,240.0,243.0,Set,10,2021
6099,R-S-4012,2021-10-28,03:42:13,Hoodie Sweat Coord - Marble - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,79.0,1,1,0.0,Custom,0.0,Low,3.0,LB,Local shipping,Web,128.0,131.0,Hoodie,10,2021
6100,R-S-4012,2021-10-28,03:42:13,White Fighter Sweatshirt - Waist Length - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Sweatshirt,10,2021
6101,R-S-4013,2021-10-28,07:40:15,Super Oversized Sweat Coord - Black - S,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,79.0,1,1,0.0,Custom,0.0,Low,3.0,LB,Local shipping,Web,79.0,82.0,Sweat Coord,10,2021
6102,R-S-4014,2021-10-28,09:11:32,Hoodie Knit Co-ord Set - Cream - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,120.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Set,10,2021
6103,R-S-4014,2021-10-28,09:11:32,Hoodie Knit Co-ord Set - Mocha - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,120.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Set,10,2021
6104,R-S-4014,2021-10-28,09:11:32,Zip-Up Vest Coord- Caramel - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,85.0,1,1,0.0,Custom,0.0,Low,3.0,LB,Local shipping,Web,325.0,328.0,Vest,10,2021
6105,R-S-4015,2021-10-28,11:28:26,Longsleeve Statement Tshirt - White - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,39.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Sweat Pants,10,2021
6106,R-S-4015,2021-10-28,11:28:26,Oversized Belted Coat - Brown,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,180.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Coat,10,2021
6107,R-S-4015,2021-10-28,11:28:26,Zip-Up Vest Coord- Caramel - L,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,85.0,1,1,0.0,Custom,0.0,Low,3.0,LB,Local shipping,Web,304.0,307.0,Vest,10,2021
6108,R-S-4016,2021-10-28,16:56:12,Anya Hoodie Sweatshirt in Charcoal - XL,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,45.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Hoodie,10,2021
6109,R-S-4016,2021-10-28,16:56:12,Fighter Tshirt - White & Fuchsia - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,29.0,1,1,0.0,Cash,0.0,Low,0.0,LB,Local shipping,Pos,98.5,98.5,Sweat Pants,10,2021
6110,R-S-4016,2021-10-28,16:56:12,Little Fighter Sweatshirt - Oxblood - 5-6 Years,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,35.0,1,1,0.0,Cash,0.0,0,0.0,LB,Local shipping,Pos,0.0,0.0,Sweatshirt,10,2021
6111,R-S-4016,2021-10-28,16:56:12,Oxblood Fighter Sweatshirt - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,55.0,1,1,0.0,Cash,0.0,0,0.0,LB,Local shipping,Pos,0.0,0.0,Sweatshirt,10,2021
6112,R-S-4017,2021-10-28,19:01:55,Hoodie Knit Co-ord Set - Mocha - L,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,120.0,1,1,0.0,Custom,0.0,Low,3.0,LB,Local shipping,Web,360.0,363.0,Set,10,2021
6113,R-S-4017,2021-10-28,19:01:55,Hoodie Knit Co-ord Set - Mocha - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,120.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Set,10,2021
6114,R-S-4017,2021-10-28,19:01:55,Hoodie Knit Co-ord Set - Steel - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,120.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Set,10,2021
6115,R-S-4018,2021-10-28,22:34:56,Hoodie Knit Co-ord Set - Black - L,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,120.0,1,1,0.0,Paypal express checkout,0.0,Low,0.0,LB,Free shipping,Web,50.0,50.0,Set,10,2021
6116,R-S-4019,2021-10-28,23:20:04,Second Skin T-Shirt - Black - L,Yes,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,14.0,1,1,0.0,Custom,59.25,Low,3.0,LB,Local shipping,Shopify_draft_order,69.0,72.0,Sweat Pants,10,2021
6117,R-S-4019,2021-10-28,23:20:04,Second Skin T-Shirt - White - L,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,14.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Sweat Pants,10,2021
6118,R-S-4019,2021-10-28,23:20:04,Zip-Up Vest Coord- Caramel - L,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,85.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Vest,10,2021
6119,R-S-4020,2021-10-29,10:27:48,Light Palazzo Sweat Pants - Taupe - M,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,42.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Pants,10,2021
6120,R-S-4020,2021-10-29,10:27:48,Light Sweatshirt - Mocha - L,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,40.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Sweatshirt,10,2021
6121,R-S-4020,2021-10-29,10:27:48,Ribbed Leggings - Mocha - L,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,22.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Leggings,10,2021
6122,R-S-4020,2021-10-29,10:27:48,Ribbed Shorts - Lavender - M,Yes,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,19.0,1,1,0.0,Custom,88.0,Low,3.0,LB,Local shipping,Web,172.0,175.0,Shorts,10,2021
6123,R-S-4020,2021-10-29,10:27:48,Super Oversized Zip-Up Hoodie - Taupe - L,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,49.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Hoodie,10,2021
6124,R-S-4021,2021-10-29,14:08:19,Light Hoodie - Lavender - L,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,45.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Hoodie,10,2021
6125,R-S-4021,2021-10-29,14:08:19,Ribbed Leggings - Lavender - L,Yes,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,22.0,1,1,0.0,Custom,67.0,Low,3.0,LB,Local shipping,Web,67.0,70.0,Leggings,10,2021
6126,R-S-4022,2021-10-29,21:50:53,Knit Co-ord Set - Dust Pink - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,120.0,1,1,0.0,Manual,0.0,Low,3.0,LB,Local shipping,Android,120.0,123.0,Set,10,2021
6127,R-S-4023,2021-10-30,11:14:31,Oversized Belted Coat - Grey,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,180.0,1,1,0.0,Manual,0.0,Low,3.0,LB,Local shipping,Android,180.0,183.0,Coat,10,2021
6128,R-S-4024,2021-10-30,11:26:50,Hoodie Knit Co-ord Set - Mocha - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,120.0,1,1,0.0,Manual,0.0,Low,3.0,LB,Local shipping,Android,120.0,123.0,Set,10,2021
6129,R-S-4025,2021-10-30,11:31:12,Hoodie Knit Co-ord Set - Mocha - S,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,120.0,1,1,0.0,Custom,0.0,Low,3.0,LB,Local shipping,Web,120.0,123.0,Set,10,2021
6130,R-S-4027,2021-10-30,17:21:54,Hoodie Knit Co-ord Set - Cream - M,Yes,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,120.0,1,1,0.0,Custom,120.0,Low,3.0,LB,Local shipping,Web,120.0,123.0,Set,10,2021
6131,R-S-4028,2021-10-31,11:27:11,Hoodie Knit Co-ord Set - Black - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,120.0,1,1,0.0,Custom,0.0,Low,3.0,LB,Local shipping,Web,120.0,123.0,Set,10,2021
6132,R-S-4029,2021-10-31,11:39:51,Hoodie Knit Co-ord Set - Steel - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,120.0,1,1,0.0,Custom,0.0,Low,3.0,LB,Local shipping,Web,120.0,123.0,Set,10,2021
6133,R-S-4030,2021-10-31,15:43:04,Zip-Up Vest Coord- Caramel - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,85.0,1,1,0.0,Custom,0.0,Low,3.0,LB,Local shipping,Web,85.0,88.0,Vest,10,2021
6134,R-S-4031,2021-10-31,20:30:00,Hoodie Knit Co-ord Set - Black - L,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,120.0,1,1,0.0,Custom,0.0,Low,3.0,LB,Local shipping,Web,120.0,123.0,Set,10,2021
6135,R-S-4032,2021-10-31,20:40:08,Zip-Up Vest Coord- Caramel - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,85.0,1,1,0.0,Custom,0.0,Low,3.0,LB,Local shipping,Web,85.0,88.0,Vest,10,2021
6136,R-S-4033,2021-10-31,21:47:09,Fighter Socks - Sikasok x RUSH & REEZ,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,9.99,1,1,0.0,Custom,0.0,Low,3.0,LB,Local shipping,Web,9.99,12.99,Socks,10,2021
6137,R-S-4034,2021-11-01,13:02:04,Palazzo Sweat Coord - Black - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,79.0,1,1,0.0,Custom,0.0,Low,3.0,LB,Local shipping,Web,79.0,82.0,Sweat Coord,11,2021
6138,R-S-4035,2021-11-01,13:29:35,Anya Phantom Sweatshirt in Charcoal - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,35.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Sweatshirt,11,2021
6139,R-S-4035,2021-11-01,13:29:35,Knit Co-ord Set - Dust Pink - M,Yes,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,120.0,1,1,0.0,Cash,45.0,Low,0.0,LB,Local shipping,Pos,200.0,200.0,Set,11,2021
6140,R-S-4035,2021-11-01,13:29:35,Light Hoodie - Lavender - M,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,45.0,1,1,0.0,Cash,0.0,0,0.0,LB,Local shipping,Pos,0.0,0.0,Hoodie,11,2021
6141,R-S-4036,2021-11-01,15:57:09,Hoodie Knit Co-ord Set - Mocha - M,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,120.0,1,1,0.0,Custom,117.0,Low,3.0,LB,Local shipping,Shopify_draft_order,180.0,183.0,Set,11,2021
6142,R-S-4036,2021-11-01,15:57:09,Second Skin High Neck Tank Top - Black - M,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,16.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Top,11,2021
6143,R-S-4036,2021-11-01,15:57:09,Second Skin High Neck Tank Top - White - M,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,16.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Top,11,2021
6144,R-S-4036,2021-11-01,15:57:09,Second Skin Tank Top - Stone - M,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,14.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Top,11,2021
6145,R-S-4036,2021-11-01,15:57:09,Second Skin Tank Top - Taupe - M,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,14.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Top,11,2021
6146,R-S-4037,2021-11-01,19:29:47,Oversized Shirt - Black - S,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,49.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Sweat Pants,11,2021
6147,R-S-4037,2021-11-01,19:29:47,Red Dany Suit - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,120.0,1,1,0.0,Cash,0.0,Low,0.0,LB,Local shipping,Pos,169.0,169.0,Suit,11,2021
