,Order Number,Date of Order,Time of Order,Lineitem name,Accepts Marketing,Cancelled/Not,Currency,Financial Status,Fulfillment Status,Lineitem fulfillment status,Lineitem price,Lineitem quantity,Lineitem requires shipping,Outstanding Balance,Payment Method,Refunded Amount,Risk Level,Shipping,Shipping Country,Shipping Method,Source,Subtotal,Total,Category
7588,R-S-4545,2022-03-12,16:17:50,Knit Flare Sweatpants - Blue Fog - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Sweat Pants
7589,R-S-4545,2022-03-12,16:17:50,Oversized Knit Cardigan - Blue Fog - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,79.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Cardigan
7590,R-S-4545,2022-03-12,16:17:50,Oversized Knit Sweater - Black - S,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,59.0,1,1,28.0,Manual,39.2,Low,3.0,LB,Custom,Android,244.8,247.8,Sweater
7591,R-S-4545,2022-03-12,16:17:50,Relaxed Knit Joggers - Black - M,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,49.0,1,1,0.0,Manual,0.0,0,0.0,LB,Local shipping,Android,0.0,0.0,Sweat Pants
7592,R-S-4545,2022-03-12,16:17:50,Sleeveless Knit Top - Blue Fog - M,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,35.0,1,1,0.0,Manual,0.0,0,0.0,LB,Local shipping,Android,0.0,0.0,Top
7593,R-S-4545,2022-03-12,16:17:50,Sleeveless Knit Top - Blue Fog - S,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,35.0,1,1,0.0,Manual,0.0,0,0.0,LB,Local shipping,Android,0.0,0.0,Top
7594,R-S-4546,2022-03-12,17:34:53,Maxi Oversized Sweatdress - Black / With Hoodie,Yes,Cancelled,USD,Voided,Unfulfilled,Pending,85.0,1,1,88.0,Custom,0.0,Low,3.0,LB,Local shipping,Web,85.0,88.0,Hoodie
7595,R-S-4547,2022-03-12,17:48:43,Oversized Knit Sweater - Berry Nude - M,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,59.0,1,1,0.0,Manual,86.4,Low,3.0,LB,Local shipping,Android,86.4,89.4,Sweater
7596,R-S-4547,2022-03-12,17:48:43,Relaxed Knit Joggers - Berry Nude - M,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,49.0,1,1,0.0,Manual,0.0,0,0.0,LB,Local shipping,Android,0.0,0.0,Sweat Pants
7597,R-S-4548,2022-03-12,18:39:11,Maxi Oversized Sweatdress - Black / With Hoodie,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,85.0,1,1,0.0,Custom,0.0,Low,3.0,LB,Local shipping,Shopify_draft_order,68.0,71.0,Hoodie
7598,R-S-4549,2022-03-12,18:41:48,Polo Shirt - Cotton Candy - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49.0,1,1,0.0,Custom,0.0,Low,3.33,LB,Custom,Shopify_draft_order,78.4,81.73,Sweat Pants
7599,R-S-4549,2022-03-12,18:41:48,Polo Shirt - Orchid - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Sweat Pants
7600,R-S-4550,2022-03-12,18:42:45,Hoodie Knit Co-ord Set - Black - S,No,Not Cancelled,USD,Voided,Fulfilled,Fulfilled,120.0,1,1,99.33,Custom,0.0,Low,3.33,LB,Custom,Shopify_draft_order,96.0,99.33,Set
7601,R-S-4551,2022-03-12,20:41:00,Oversized Knit Sweater - Berry Nude - S,Yes,Cancelled,USD,Voided,Unfulfilled,Pending,59.0,1,1,89.4,Manual,0.0,Low,3.0,LB,Local shipping,Android,86.4,89.4,Sweater
7602,R-S-4551,2022-03-12,20:41:00,Relaxed Knit Joggers - Berry Nude - S,No,Not Cancelled,USD,Voided,Unfulfilled,Pending,49.0,1,1,0.0,Manual,0.0,0,0.0,LB,Local shipping,Android,0.0,0.0,Sweat Pants
7603,R-S-4552,2022-03-12,23:39:20,Knit Flare Sweatpants - Blue Fog - S,No,Not Cancelled,USD,Voided,Unfulfilled,Fulfilled,49.0,1,1,0.0,Manual,0.0,0,0.0,LB,Local shipping,Android,0.0,0.0,Sweat Pants
7604,R-S-4552,2022-03-12,23:39:20,Oversized Knit Cardigan - Blue Fog - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,79.0,1,1,0.0,Manual,0.0,Low,3.0,LB,Local shipping,Android,130.4,133.4,Cardigan
7605,R-S-4552,2022-03-12,23:39:20,Sleeveless Knit Top - Blue Fog - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,35.0,1,1,0.0,Manual,0.0,0,0.0,LB,Local shipping,Android,0.0,0.0,Top
7606,R-S-4553,2022-03-12,23:40:46,Oversized Knit Sweater - Blue Fog - S,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,59.0,1,1,0.0,Manual,0.0,Low,3.0,LB,Local shipping,Android,86.4,89.4,Sweater
7607,R-S-4553,2022-03-12,23:40:46,Relaxed Knit Joggers - Blue Fog - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49.0,1,1,0.0,Manual,0.0,0,0.0,LB,Local shipping,Android,0.0,0.0,Sweat Pants
7608,R-S-4554,2022-03-13,02:24:46,Knit Polo Shirt - Black - S,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,59.0,1,1,0.0,Custom,0.0,Low,3.0,LB,Local shipping,Web,47.2,50.2,Sweat Pants
7609,R-S-4555,2022-03-13,09:58:49,Knit Flare Sweatpants - Espresso - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Sweat Pants
7610,R-S-4555,2022-03-13,09:58:49,Oversized Knit Cardigan - Espresso - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,79.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Cardigan
7611,R-S-4555,2022-03-13,09:58:49,Sleeveless Knit Top - Espresso - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,35.0,1,1,0.0,Custom,0.0,Low,3.0,LB,Local shipping,Web,130.4,133.4,Top
7612,R-S-4556,2022-03-14,13:47:17,Oversized Knit Cardigan - Black - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,79.0,1,1,0.0,Cash,0.0,Low,0.0,LB,Local shipping,Pos,63.2,63.2,Cardigan
7613,R-S-4557,2022-03-14,14:49:10,Basic Leggings - Sage - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,19.0,1,1,0.0,Cash,0.0,0,0.0,LB,Local shipping,Pos,0.0,0.0,Leggings
7614,R-S-4557,2022-03-14,14:49:10,Heavy Hoodie - Berry Nude - S,Yes,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,55.0,1,1,0.0,Custom,43.2,Low,0.0,LB,Local shipping,Shopify_draft_order,139.2,139.2,Hoodie
7615,R-S-4557,2022-03-14,14:49:10,Heavy Zip-Up Hoodie - Berry Nude - M,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,65.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Hoodie
7616,R-S-4557,2022-03-14,14:49:10,Oversized High-Neck Cotton T-shirt with Pocket - Sage / L,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,35.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Sweat Pants
7617,R-S-4558,2022-03-14,15:10:21,Heavy Basic Sweatpants - Berry Nude - S,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,49.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Sweat Pants
7618,R-S-4558,2022-03-14,15:10:21,Heavy Hoodie - Black - M,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,55.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Hoodie
7619,R-S-4558,2022-03-14,15:10:21,Heavy Zip-Up Hoodie - Berry Nude - S,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,65.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Hoodie
7620,R-S-4558,2022-03-14,15:10:21,Knit Flare Sweatpants - Black - M,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,49.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Sweat Pants
7621,R-S-4558,2022-03-14,15:10:21,Knit Polo Shirt - Black - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,59.0,1,1,0.0,Custom,0.0,Low,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Sweat Pants
7622,R-S-4558,2022-03-14,15:10:21,Knit Polo Shirt - Cloud - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,59.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Sweat Pants
7623,R-S-4558,2022-03-14,15:10:21,Knit Scarf - Heather Wood,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Scarf
7624,R-S-4558,2022-03-14,15:10:21,Organic Cotton Long Sleeve T-shirt - Black - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,25.0,2,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Sweat Pants
7625,R-S-4558,2022-03-14,15:10:21,Organic Cotton Long Sleeve T-shirt - White - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,25.0,4,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Sweat Pants
7626,R-S-4558,2022-03-14,15:10:21,Oversized Knit Cardigan - Black - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,79.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Cardigan
7627,R-S-4558,2022-03-14,15:10:21,Oversized Knit Sweater - Black - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,59.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Sweater
7628,R-S-4558,2022-03-14,15:10:21,Oversized Knit Sweater - Heather Wood - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,59.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Sweater
7629,R-S-4558,2022-03-14,15:10:21,Relaxed Knit Joggers - Berry Nude - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Sweat Pants
7630,R-S-4558,2022-03-14,15:10:21,Relaxed Knit Joggers - Black - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Sweat Pants
7631,R-S-4558,2022-03-14,15:10:21,Relaxed Knit Joggers - Heather Wood - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Sweat Pants
7632,R-S-4558,2022-03-14,15:10:21,Ribbed Leggings - Berry Nude - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,22.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Leggings
7633,R-S-4558,2022-03-14,15:10:21,Sleeveless Knit Top - Berry Nude - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,35.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Top
7634,R-S-4558,2022-03-14,15:10:21,Sleeveless Knit Top - Black - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,35.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Top
7635,R-S-4559,2022-03-14,16:16:47,Oversized Polo Shirt - Black - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Sweat Pants
7636,R-S-4559,2022-03-14,16:16:47,Relaxed Knit Joggers - Heather Wood - S,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49.0,1,1,0.0,Custom,0.0,Low,3.0,LB,Local shipping,Web,78.4,81.4,Sweat Pants
7637,R-S-4560,2022-03-14,20:02:07,Heavy Ribbed Sweatpants - Berry Nude - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49.0,1,1,0.0,Custom,0.0,Low,3.0,LB,Local shipping,Web,91.2,94.2,Sweat Pants
7638,R-S-4560,2022-03-14,20:02:07,Heavy Zip-Up Hoodie - Berry Nude - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,65.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Hoodie
7639,R-S-4561,2022-03-15,00:28:52,Heavy Ruffled Sweatshirt - Black - S,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,59.0,1,1,0.0,Custom,0.0,Low,3.0,LB,Local shipping,Web,94.4,97.4,Sweatshirt
7640,R-S-4561,2022-03-15,00:28:52,Heavy Ruffled Sweatshirt - Cream - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,59.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Sweatshirt
7641,R-S-4562,2022-03-15,16:00:13,Freedom Silk Scarf - Double,No,Not Cancelled,USD,Voided,Fulfilled,Fulfilled,79.0,1,1,82.0,Custom,0.0,Low,3.0,LB,Local shipping,Web,79.0,82.0,Scarf
7642,R-S-4563,2022-03-15,20:45:45,Gamma Basic Longsleeve Tshirt - White - L,Yes,Not Cancelled,USD,Pending,Unfulfilled,Pending,29.0,1,1,89.4,Custom,0.0,Low,3.0,LB,Local shipping,Web,86.4,89.4,Sweat Pants
7643,R-S-4563,2022-03-15,20:45:45,Palazzo Sweat Coord - Marble - L,No,Not Cancelled,USD,Pending,Unfulfilled,Pending,79.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Sweat Coord
7644,R-S-4564,2022-03-16,13:20:58,Heavy Zipper Sweatshirt - Black - M,No,Not Cancelled,USD,Pending,Unfulfilled,Fulfilled,59.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Sweatshirt
7645,R-S-4564,2022-03-16,13:20:58,Heavy Zipper Sweatshirt - Oyster - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,59.0,1,1,0.0,Custom,0.0,Low,3.0,LB,Local shipping,Web,180.8,183.8,Sweatshirt
7646,R-S-4564,2022-03-16,13:20:58,Knit Flare Sweatpants - Black - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Sweat Pants
7647,R-S-4564,2022-03-16,13:20:58,Oversized Knit Sweater - Black - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,59.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Sweater
7648,R-S-4565,2022-03-16,15:01:55,Knit Flare Sweatpants - Blue Fog - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49.0,1,1,0.0,Cash,0.0,Low,0.0,LB,Local shipping,Pos,130.4,130.4,Sweat Pants
7649,R-S-4565,2022-03-16,15:01:55,Oversized Knit Cardigan - Blue Fog - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,79.0,1,1,0.0,Cash,0.0,0,0.0,LB,Local shipping,Pos,0.0,0.0,Cardigan
7650,R-S-4565,2022-03-16,15:01:55,Sleeveless Knit Top - Blue Fog - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,35.0,1,1,0.0,Cash,0.0,0,0.0,LB,Local shipping,Pos,0.0,0.0,Top
7651,R-S-4566,2022-03-16,15:29:53,Full Length Maxi Knit Dress - Black,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,89.0,1,1,0.0,Custom,0.0,Low,3.0,LB,Local shipping,Web,172.0,175.0,Dress
7652,R-S-4566,2022-03-16,15:29:53,Oversized Knit Sweater - Blackberry - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,59.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Sweater
7653,R-S-4566,2022-03-16,15:29:53,Relaxed Knit Joggers - Blackberry - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Sweat Pants
7654,R-S-4566,2022-03-16,15:29:53,The Chunky Scrunchie - Emerald,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,9.0,2,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Scrunchie
7655,R-S-4567,2022-03-16,15:34:52,Oversized Knit Sweater - Berry Nude - L,No,Not Cancelled,USD,Pending,Fulfilled,Fulfilled,59.0,1,1,86.4,Custom,0.0,Low,0.0,LB,Free shipping,Shopify_draft_order,86.4,86.4,Sweater
7656,R-S-4567,2022-03-16,15:34:52,Relaxed Knit Joggers - Berry Nude - L,No,Not Cancelled,USD,Pending,Fulfilled,Fulfilled,49.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Sweat Pants
7657,R-S-4568,2022-03-17,14:43:11,Basic Hoodie Sweat Coord - Olive Night - M,No,Cancelled,USD,Refunded,Unfulfilled,Pending,79.0,1,1,0.0,Custom,139.33,Low,0.0,LB,Local shipping,Shopify_draft_order,139.33,139.33,Hoodie
7658,R-S-4568,2022-03-17,14:43:11,Oversized Knit Sweater - Heather Wood - S,No,Not Cancelled,USD,Refunded,Unfulfilled,Pending,59.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Sweater
7659,R-S-4568,2022-03-17,14:43:11,Relaxed Knit Joggers - Heather Wood - S,No,Not Cancelled,USD,Refunded,Unfulfilled,Pending,49.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Sweat Pants
7660,R-S-4569,2022-03-17,14:49:15,Basic Hoodie Sweat Coord - Olive Night - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,79.0,1,1,0.0,Cash,0.0,Low,0.0,LB,Local shipping,Pos,139.33,139.33,Hoodie
7661,R-S-4569,2022-03-17,14:49:15,Oversized Knit Sweater - Heather Wood - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,59.0,1,1,0.0,Cash,0.0,0,0.0,LB,Local shipping,Pos,0.0,0.0,Sweater
7662,R-S-4569,2022-03-17,14:49:15,Relaxed Knit Joggers - Heather Wood - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49.0,1,1,0.0,Cash,0.0,0,0.0,LB,Local shipping,Pos,0.0,0.0,Sweat Pants
7663,R-S-4570,2022-03-17,15:05:16,Oversized High-Neck Cotton T-shirt with Pocket - Starry Black / S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,35.0,1,1,0.0,Cash,0.0,0,0.0,LB,Local shipping,Pos,0.0,0.0,Sweat Pants
7664,R-S-4570,2022-03-17,15:05:16,Oversized Shirt - Porcelain - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49.0,1,1,0.0,Cash,0.0,0,0.0,LB,Local shipping,Pos,0.0,0.0,Sweat Pants
7665,R-S-4570,2022-03-17,15:05:16,Palazzo Sweat Coord - Blackberry - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,79.0,1,1,0.0,Cash,0.0,0,0.0,LB,Local shipping,Pos,0.0,0.0,Sweat Coord
7666,R-S-4570,2022-03-17,15:05:16,Palazzo Sweat Coord - Purple Marl - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,79.0,1,1,0.0,Cash,0.0,0,0.0,LB,Local shipping,Pos,0.0,0.0,Sweat Coord
7667,R-S-4570,2022-03-17,15:05:16,Polo Shirt - Aqua - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49.0,1,1,0.0,Cash,0.0,0,0.0,LB,Local shipping,Pos,0.0,0.0,Sweat Pants
7668,R-S-4570,2022-03-17,15:05:16,Polo Shirt - Aqua - S,No,Cancelled,USD,Pending,Fulfilled,Fulfilled,49.0,1,1,319.46,Cash,0.0,Low,0.0,LB,Local shipping,Pos,319.46,319.46,Sweat Pants
7669,R-S-4570,2022-03-17,15:05:16,Zipper Hoodie Co-ord - Black Melange - S,No,Not Cancelled,USD,Pending,Fulfilled,Fulfilled,85.0,1,1,0.0,Cash,0.0,0,0.0,LB,Local shipping,Pos,0.0,0.0,Hoodie
7670,R-S-4571,2022-03-17,15:14:00,Heavy Zipper Sweatshirt - Cream - M,No,Not Cancelled,USD,Pending,Fulfilled,Fulfilled,59.0,1,1,0.0,Cash,0.0,0,0.0,LB,Local shipping,Pos,0.0,0.0,Sweatshirt
7671,R-S-4571,2022-03-17,15:14:00,Knit Flare Sweatpants - Espresso - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49.0,1,1,86.4,Manual,0.0,Low,0.0,LB,Local shipping,Pos,264.0,264.0,Sweat Pants
7672,R-S-4571,2022-03-17,15:14:00,Oversized Knit Cardigan - Espresso - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,79.0,1,1,0.0,Manual,0.0,0,0.0,LB,Local shipping,Pos,0.0,0.0,Cardigan
7673,R-S-4571,2022-03-17,15:14:00,Oversized Knit Sweater - Blackberry - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,59.0,1,1,0.0,Manual,0.0,0,0.0,LB,Local shipping,Pos,0.0,0.0,Sweater
7674,R-S-4571,2022-03-17,15:14:00,Relaxed Knit Joggers - Blackberry - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49.0,1,1,0.0,Manual,0.0,0,0.0,LB,Local shipping,Pos,0.0,0.0,Sweat Pants
7675,R-S-4571,2022-03-17,15:14:00,Sleeveless Knit Top - Espresso - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,35.0,1,1,0.0,Manual,0.0,0,0.0,LB,Local shipping,Pos,0.0,0.0,Top
7676,R-S-4572,2022-03-17,22:16:56,Black Glitter Fighter Sweatshirt - Waist Length - L,No,Not Cancelled,USD,Paid,Fulfilled,Pending,49.0,1,1,0.0,Manual,0.0,0,0.0,LB,Local shipping,Pos,0.0,0.0,Sweatshirt
7677,R-S-4572,2022-03-17,22:16:56,Heavy Ribbed Sweatpants - Sage - S,No,Not Cancelled,USD,Paid,Fulfilled,Pending,49.0,1,1,0.0,Manual,0.0,0,0.0,LB,Local shipping,Pos,0.0,0.0,Sweat Pants
7678,R-S-4572,2022-03-17,22:16:56,Heavy Ruffled Sweatshirt - Cream - S,No,Not Cancelled,USD,Paid,Fulfilled,Pending,59.0,1,1,0.0,Manual,0.0,0,0.0,LB,Local shipping,Pos,0.0,0.0,Sweatshirt
7679,R-S-4572,2022-03-17,22:16:56,Knit Flare Sweatpants - Cloud - S,No,Not Cancelled,USD,Paid,Fulfilled,Pending,49.0,1,1,0.0,Manual,0.0,0,0.0,LB,Local shipping,Pos,0.0,0.0,Sweat Pants
7680,R-S-4572,2022-03-17,22:16:56,Knit Flare Sweatpants - Espresso - L,No,Not Cancelled,USD,Paid,Fulfilled,Pending,49.0,1,1,0.0,Manual,0.0,0,0.0,LB,Local shipping,Pos,0.0,0.0,Sweat Pants
7681,R-S-4572,2022-03-17,22:16:56,Knit Polo Shirt - Cloud - S,No,Not Cancelled,USD,Paid,Fulfilled,Pending,59.0,1,1,0.0,Manual,0.0,0,0.0,LB,Local shipping,Pos,0.0,0.0,Sweat Pants
7682,R-S-4572,2022-03-17,22:16:56,Oversized High-Neck Cotton T-shirt with Pocket - Black / M,Yes,Cancelled,USD,Voided,Unfulfilled,Pending,35.0,1,1,436.0,Custom,0.0,Low,3.0,LB,Local shipping,Web,433.0,436.0,Sweat Pants
7683,R-S-4572,2022-03-17,22:16:56,Oversized High-Neck Cotton T-shirt with Pocket - Sage / S,No,Not Cancelled,USD,Voided,Unfulfilled,Pending,35.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Sweat Pants
7684,R-S-4572,2022-03-17,22:16:56,Relaxed Knit Joggers - Black - M,No,Not Cancelled,USD,Voided,Unfulfilled,Pending,49.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Sweat Pants
7685,R-S-4573,2022-03-18,13:43:28,Basic Hoodie Sweat Coord - Flamingo Pink - S,No,Not Cancelled,USD,Voided,Unfulfilled,Fulfilled,79.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Hoodie
7686,R-S-4573,2022-03-18,13:43:28,Knit Flare Sweatpants - Blue Fog - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49.0,1,1,0.0,Cash,0.0,Low,0.0,LB,Local shipping,Pos,183.33,183.33,Sweat Pants
7687,R-S-4573,2022-03-18,13:43:28,Oversized Knit Cardigan - Blue Fog - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,79.0,1,1,0.0,Cash,0.0,0,0.0,LB,Local shipping,Pos,0.0,0.0,Cardigan
7688,R-S-4573,2022-03-18,13:43:28,Sleeveless Knit Top - Cloud - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,35.0,1,1,0.0,Cash,0.0,0,0.0,LB,Local shipping,Pos,0.0,0.0,Top
7689,R-S-4574,2022-03-18,15:17:54,Fighter Socks - Sikasok x RUSH & REEZ,Yes,Not Cancelled,USD,Pending,Fulfilled,Fulfilled,13.0,1,1,24.6,Custom,0.0,Low,0.0,LB,Local shipping,Shopify_draft_order,24.6,24.6,Socks
7690,R-S-4574,2022-03-18,15:17:54,Second Skin Tank Top - Stone - S,No,Not Cancelled,USD,Pending,Fulfilled,Fulfilled,14.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Top
7691,R-S-4574,2022-03-18,15:17:54,Second Skin Tank Top - White - S,No,Not Cancelled,USD,Pending,Fulfilled,Fulfilled,14.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Top
7692,R-S-4575,2022-03-18,15:37:40,Knit Scarf - Black,Yes,Not Cancelled,USD,Pending,Fulfilled,Fulfilled,49.0,1,1,29.4,Custom,0.0,Low,0.0,LB,Local shipping,Shopify_draft_order,29.4,29.4,Scarf
7693,R-S-4576,2022-03-18,16:30:34,Basic Leggings - Black - M,No,Not Cancelled,USD,Pending,Fulfilled,Fulfilled,19.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Leggings
